,Symbol,Ensembl
693,Lypd6,ENSMUSG00000050447
694,Ccna1,ENSMUSG00000027793
695,Sox6,ENSMUSG00000051910
696,Crhbp,ENSMUSG00000021680
697,Nptx1,ENSMUSG00000025582
698,Slco4c1,ENSMUSG00000040693
699,Fam46a,ENSMUSG00000032265
700,Maged2,ENSMUSG00000025268
701,Rwdd2a,ENSMUSG00000032417
702,Tm4sf5,ENSMUSG00000018919
703,Pcdh8,ENSMUSG00000036422
704,Dmrtb1,ENSMUSG00000028610
705,Otx1,ENSMUSG00000005917
706,Tacr3,ENSMUSG00000028172
707,Nkx2-1,ENSMUSG00000001496
708,Gm42918,ENSMUSG00000106209
709,Gstm6,ENSMUSG00000068762
710,Rcn1,ENSMUSG00000005973
711,Pmch,ENSMUSG00000035383
712,Scg2,ENSMUSG00000050711
713,Arhgap36,ENSMUSG00000036198
714,Fbxl21,ENSMUSG00000035509
715,Tmem114,ENSMUSG00000022715
716,Fam196a,ENSMUSG00000073805
717,Trhr,ENSMUSG00000038760
718,Npbwr1,ENSMUSG00000033774
719,6330403K07Rik,ENSMUSG00000018451
720,Rfx4,ENSMUSG00000020037
721,Pdyn,ENSMUSG00000027400
722,Zcchc12,ENSMUSG00000036699
723,Hap1,ENSMUSG00000006930
724,Hcrt,ENSMUSG00000045471
725,Plagl1,ENSMUSG00000019817
726,3930402G23Rik,ENSMUSG00000038917
727,Npw,ENSMUSG00000071230
728,En1,ENSMUSG00000058665
729,Ntsr1,ENSMUSG00000027568
730,Gucy2c,ENSMUSG00000042638
731,Sdc2,ENSMUSG00000022261
732,Foxa1,ENSMUSG00000035451
733,Chrna4,ENSMUSG00000027577
734,Chrnb3,ENSMUSG00000031492
735,Aldh1a1,ENSMUSG00000053279
736,Ntn1,ENSMUSG00000020902
737,Chrna6,ENSMUSG00000031491
738,Slc6a3,ENSMUSG00000021609
739,Gipr,ENSMUSG00000030406
740,Foxa2,ENSMUSG00000037025
741,Trim54,ENSMUSG00000062077
742,Ucn,ENSMUSG00000038676
743,Cartpt,ENSMUSG00000021647
744,Lrpprc,ENSMUSG00000024120
745,Gm15469,ENSMUSG00000107265
746,Ghsr,ENSMUSG00000051136
747,Tfap2d,ENSMUSG00000042596
748,1110015O18Rik,ENSMUSG00000098659
749,Gm4779,ENSMUSG00000045010
750,Vstm2b,ENSMUSG00000039257
751,Npnt,ENSMUSG00000040998
752,Lhx9,ENSMUSG00000019230
753,Barhl2,ENSMUSG00000034384
754,Gpc3,ENSMUSG00000055653
755,Kcnd3,ENSMUSG00000040896
756,Tmem132c,ENSMUSG00000034324
757,Amhr2,ENSMUSG00000023047
758,Tpd52l1,ENSMUSG00000000296
759,Ttc28,ENSMUSG00000033209
760,Cachd1,ENSMUSG00000028532
761,Scml2,ENSMUSG00000000037
762,Cacna1d,ENSMUSG00000015968
763,Bhlhe23,ENSMUSG00000045493
764,BC039966,ENSMUSG00000086272
765,Foxb1,ENSMUSG00000059246
766,Pitx2,ENSMUSG00000028023
767,Tdrd5,ENSMUSG00000060985
768,Barhl1,ENSMUSG00000026805
769,Myh8,ENSMUSG00000055775
770,RP23-240M8.2,ENSMUSG00000109088
771,Gm20609,ENSMUSG00000093732
772,Rorb,ENSMUSG00000036192
773,Sorcs1,ENSMUSG00000043531
774,Lypd6b,ENSMUSG00000026765
775,Rhbdl3,ENSMUSG00000017692
776,Megf11,ENSMUSG00000036466
777,Fzd5,ENSMUSG00000045005
778,Wnt4,ENSMUSG00000036856
779,Stxbp6,ENSMUSG00000046314
780,Zfp423,ENSMUSG00000045333
781,Doc2g,ENSMUSG00000024871
782,Ms4a15,ENSMUSG00000067571
783,Atp6ap1l,ENSMUSG00000078958
784,Shisa3,ENSMUSG00000050010
785,Tnnt2,ENSMUSG00000026414
786,Cdhr1,ENSMUSG00000021803
787,Tbx21,ENSMUSG00000001444
788,Reln,ENSMUSG00000042453
789,Otop2,ENSMUSG00000050201
790,Tfap2c,ENSMUSG00000028640
791,Gm2694,ENSMUSG00000097248
792,Hgf,ENSMUSG00000028864
793,Bnc2,ENSMUSG00000028487
794,Vstm2l,ENSMUSG00000037843
795,Cbln1,ENSMUSG00000031654
796,Enc1,ENSMUSG00000041773
797,Pcdh18,ENSMUSG00000037892
798,Evx1,ENSMUSG00000005503
799,Evx1os,ENSMUSG00000086126
800,2610028E06Rik,ENSMUSG00000085562
801,Drd5,ENSMUSG00000039358
802,Pou3f2,ENSMUSG00000095139
803,Kcng4,ENSMUSG00000045246
804,Scrt1,ENSMUSG00000048385
805,Ppargc1a,ENSMUSG00000029167
806,Hoxd11,ENSMUSG00000042499
807,Hoxd10,ENSMUSG00000050368
808,Hoxc10,ENSMUSG00000022484
809,Cryba4,ENSMUSG00000066975
810,Vsx2,ENSMUSG00000021239
811,Hoxb5os,ENSMUSG00000085645
812,Casr,ENSMUSG00000051980
813,Prlh,ENSMUSG00000090550
814,Pde4d,ENSMUSG00000021699
815,Gfral,ENSMUSG00000059383
816,Lrat,ENSMUSG00000028003
817,Tmem35,ENSMUSG00000033578
818,Zfp92,ENSMUSG00000031374
819,Afp,ENSMUSG00000054932
820,Calb1,ENSMUSG00000028222
821,Pcsk5,ENSMUSG00000024713
822,Plcxd2,ENSMUSG00000087141
823,Rims4,ENSMUSG00000035226
824,Rph3a,ENSMUSG00000029608
825,Hoxd3,ENSMUSG00000079277
826,Scn3a,ENSMUSG00000057182
827,1810041L15Rik,ENSMUSG00000062760
828,Abhd11os,ENSMUSG00000085042
829,Kit,ENSMUSG00000005672
830,A330050F15Rik,ENSMUSG00000091636
831,Col24a1,ENSMUSG00000028197
832,Nrep,ENSMUSG00000042834
833,Neto2,ENSMUSG00000036902
834,Tox2,ENSMUSG00000074607
835,Crh,ENSMUSG00000049796
836,Cnih3,ENSMUSG00000026514
837,Klhl13,ENSMUSG00000036782
838,Kcng1,ENSMUSG00000074575
839,Stc1,ENSMUSG00000014813
840,Gpr26,ENSMUSG00000040125
841,Kcnh7,ENSMUSG00000059742
842,Tpbgl,ENSMUSG00000096606
843,Iqsec3,ENSMUSG00000040797
844,2410004I01Rik,ENSMUSG00000085338
845,Gbe1,ENSMUSG00000022707
846,Lhx5,ENSMUSG00000029595
847,Htr5b,ENSMUSG00000050534
848,Pcdh20,ENSMUSG00000050505
849,Foxp4,ENSMUSG00000023991
850,Lrrc3b,ENSMUSG00000045201
851,Adgrl2,ENSMUSG00000028184
852,Ajap1,ENSMUSG00000039546
853,Zeb1,ENSMUSG00000024238
854,Foxp2,ENSMUSG00000029563
855,Mctp1,ENSMUSG00000021596
856,Pou4f1,ENSMUSG00000048349
857,Gm27199,ENSMUSG00000098649
858,Slco5a1,ENSMUSG00000025938
859,Gjd2,ENSMUSG00000068615
860,Gabrg1,ENSMUSG00000001260
861,C1ql1,ENSMUSG00000045532
862,Gpr88,ENSMUSG00000068696
863,Rasd1,ENSMUSG00000049892
864,Avpi1,ENSMUSG00000018821
865,Smim18,ENSMUSG00000094500
866,Opn3,ENSMUSG00000026525
867,Ccdc136,ENSMUSG00000029769
868,Rasl11a,ENSMUSG00000029641
869,Cited4,ENSMUSG00000070803
870,Cfap221,ENSMUSG00000036962
871,Prkch,ENSMUSG00000021108
872,Gabrd,ENSMUSG00000029054
873,Zmat4,ENSMUSG00000037492
874,Hrh3,ENSMUSG00000039059
875,Ptpn3,ENSMUSG00000038764
876,Adcy8,ENSMUSG00000022376
877,Pdp1,ENSMUSG00000049225
878,Plcb4,ENSMUSG00000039943
879,Adarb1,ENSMUSG00000020262
880,Ramp3,ENSMUSG00000041046
881,Vav3,ENSMUSG00000033721
882,Vipr2,ENSMUSG00000011171
883,Rora,ENSMUSG00000032238
884,Adamts15,ENSMUSG00000033453
885,Rgs16,ENSMUSG00000026475
886,Synpo2,ENSMUSG00000050315
887,Cit,ENSMUSG00000029516
888,Gdf11,ENSMUSG00000025352
889,Adgrb1,ENSMUSG00000034730
890,Lrtm2,ENSMUSG00000055003
891,Amotl1,ENSMUSG00000013076
892,Ptpn4,ENSMUSG00000026384
893,Ildr2,ENSMUSG00000040612
894,Kcnj9,ENSMUSG00000038026
895,Lef1,ENSMUSG00000027985
896,Prkcd,ENSMUSG00000021948
897,Mrvi1,ENSMUSG00000005611
898,Rgs9,ENSMUSG00000020599
899,Pde1b,ENSMUSG00000022489
900,Drd1,ENSMUSG00000021478
901,Ido1,ENSMUSG00000031551
902,Acvr1c,ENSMUSG00000026834
903,Mhrt,ENSMUSG00000097652
904,Sh3rf2,ENSMUSG00000057719
905,Arpp21,ENSMUSG00000032503
906,Ppp1r1b,ENSMUSG00000061718
907,Bcl11b,ENSMUSG00000048251
908,Cd4,ENSMUSG00000023274
909,Pde10a,ENSMUSG00000023868
910,Sowaha,ENSMUSG00000044352
911,Ankrd63,ENSMUSG00000078137
912,Pcp4,ENSMUSG00000090223
913,Adcy5,ENSMUSG00000022840
914,Nexn,ENSMUSG00000039103
915,Adora2a,ENSMUSG00000020178
916,Gpr6,ENSMUSG00000046922
917,Penk,ENSMUSG00000045573
918,Gng7,ENSMUSG00000048240
919,Jsrp1,ENSMUSG00000020216
920,Gm33651,ENSMUSG00000104939
921,D430036J16Rik,ENSMUSG00000097466
922,Hes5,ENSMUSG00000048001
923,Ccdc80,ENSMUSG00000022665
924,Nme7,ENSMUSG00000026575
925,Fabp7,ENSMUSG00000019874
926,Alx3,ENSMUSG00000014603
927,Prss56,ENSMUSG00000036480
928,Shisa2,ENSMUSG00000044461
929,Mgst1,ENSMUSG00000008540
930,Fmo1,ENSMUSG00000040181
931,Clca3a1,ENSMUSG00000056025
932,Platr17,ENSMUSG00000092349
933,Neurod4,ENSMUSG00000048015
934,Gm16062,ENSMUSG00000087249
935,Rdh5,ENSMUSG00000025350
936,Cabp4,ENSMUSG00000024842
937,Nrg2,ENSMUSG00000060275
938,Slc27a3,ENSMUSG00000027932
939,Cplx3,ENSMUSG00000039714
940,Ddit4l,ENSMUSG00000046818
941,Krt18,ENSMUSG00000023043
942,Tph1,ENSMUSG00000040046
943,Ntf3,ENSMUSG00000049107
944,Gnb3,ENSMUSG00000023439
945,Cabp5,ENSMUSG00000005649
946,Tulp1,ENSMUSG00000037446
947,Otx2os1,ENSMUSG00000098682
948,A930003A15Rik,ENSMUSG00000075330
949,Rom1,ENSMUSG00000071648
950,Chil1,ENSMUSG00000064246
951,Gm11744,ENSMUSG00000075410
952,Lrrc38,ENSMUSG00000028584
953,1700042O10Rik,ENSMUSG00000086391
954,Sag,ENSMUSG00000056055
955,Tal2,ENSMUSG00000028417
956,Mgarp,ENSMUSG00000037161
957,Pde6g,ENSMUSG00000025386
958,Rbp3,ENSMUSG00000041534
959,E130114P18Rik,ENSMUSG00000048747
960,Veph1,ENSMUSG00000027831
961,2810459M11Rik,ENSMUSG00000026227
962,Thrsp,ENSMUSG00000035686
963,Hopxos,ENSMUSG00000087541
964,E330013P04Rik,ENSMUSG00000053117
965,Kcne1l,ENSMUSG00000090122
966,Gm10561,ENSMUSG00000097649
967,Thbs4,ENSMUSG00000021702
968,Lhfpl3,ENSMUSG00000106379
969,Cacng4,ENSMUSG00000020723
970,Rlbp1,ENSMUSG00000039194
971,2810417H13Rik,ENSMUSG00000040204
972,Mex3a,ENSMUSG00000074480
973,Rrm2,ENSMUSG00000020649
974,Gsx2,ENSMUSG00000035946
975,Cdca7,ENSMUSG00000055612
976,Ccnd2,ENSMUSG00000000184
977,RP24-136L4.5,ENSMUSG00000108778
978,4933407L21Rik,ENSMUSG00000026224
979,Tnnt3,ENSMUSG00000061723
980,Spp2,ENSMUSG00000026295
981,Wfdc2,ENSMUSG00000017723
982,Sspo,ENSMUSG00000029797
983,Car3,ENSMUSG00000027559
984,Spdef,ENSMUSG00000024215
985,Mb,ENSMUSG00000018893
986,Gm12144,ENSMUSG00000086170
987,Nup62cl,ENSMUSG00000072944
988,Gpsm1,ENSMUSG00000026930
989,Lgr6,ENSMUSG00000042793
990,Cpa6,ENSMUSG00000042501
991,Inpp5j,ENSMUSG00000034570
992,Rhcg,ENSMUSG00000030549
993,Gm42851,ENSMUSG00000106688
994,Inhba,ENSMUSG00000041324
995,Trdn,ENSMUSG00000019787
996,Prok2,ENSMUSG00000030069
997,9130008F23Rik,ENSMUSG00000054951
998,Shisa6,ENSMUSG00000053930
999,6430710C18Rik,ENSMUSG00000085427
1000,Tmem266,ENSMUSG00000032313
1001,Pip5k1b,ENSMUSG00000024867
1002,Eomes,ENSMUSG00000032446
1003,Rasa4,ENSMUSG00000004952
1004,Ly6g6e,ENSMUSG00000013766
1005,Tmem132d,ENSMUSG00000034310
1006,Trpc7,ENSMUSG00000021541
1007,Cdh4,ENSMUSG00000000305
1008,Casp1,ENSMUSG00000025888
1009,Mirt1,ENSMUSG00000097636
1010,Myl4,ENSMUSG00000061086
1011,Ccdc88b,ENSMUSG00000047810
1012,Sla2,ENSMUSG00000027636
1013,Ahcyl2,ENSMUSG00000029772
1014,Bhlhe22,ENSMUSG00000025128
1015,Emx1,ENSMUSG00000033726
1016,Neurog2,ENSMUSG00000027967
1017,Rcor2,ENSMUSG00000024968
1018,Mdk,ENSMUSG00000027239
1019,Ptx3,ENSMUSG00000027832
1020,Igfbpl1,ENSMUSG00000035551
1021,Sox11,ENSMUSG00000063632
1022,Cldn3,ENSMUSG00000070473
1023,Nhlh1,ENSMUSG00000051251
1024,Draxin,ENSMUSG00000029005
1025,Gm17750,ENSMUSG00000098087
1026,Sp9,ENSMUSG00000068859
1027,Tiam2,ENSMUSG00000023800
1028,Fezf1,ENSMUSG00000029697
1029,Map3k15,ENSMUSG00000031303
1030,Slc25a26,ENSMUSG00000045100
1031,Trh,ENSMUSG00000005892
1032,Krt42,ENSMUSG00000053654
1033,Neurod1,ENSMUSG00000034701
1034,Tex14,ENSMUSG00000010342
1035,Crtam,ENSMUSG00000032021
1036,Bcl2l15,ENSMUSG00000044165
1037,Cdr1,ENSMUSG00000090546
1038,Gabra6,ENSMUSG00000020428
1039,Il20rb,ENSMUSG00000044244
1040,Gm42912,ENSMUSG00000105640
1041,Cbln3,ENSMUSG00000040380
1042,Dmrta2,ENSMUSG00000047143
1043,Rec114,ENSMUSG00000074269
1044,Ndnf,ENSMUSG00000049001
1045,Gdf5,ENSMUSG00000038259
1046,3100003L05Rik,ENSMUSG00000086254
1047,Dclk3,ENSMUSG00000032500
1048,Lmx1a,ENSMUSG00000026686
1049,Tnnc2,ENSMUSG00000017300
1050,Sln,ENSMUSG00000042045
1051,A230065H16Rik,ENSMUSG00000087075
1052,Fzd7,ENSMUSG00000041075
1053,Sost,ENSMUSG00000001494
1054,Samd3,ENSMUSG00000051354
1055,Nppa,ENSMUSG00000041616
1056,Nccrp1,ENSMUSG00000047586
1057,Nfam1,ENSMUSG00000058099
1058,Tex15,ENSMUSG00000009628
1059,A830039N20Rik,ENSMUSG00000071567
1060,Nwd2,ENSMUSG00000090061
1061,Necab2,ENSMUSG00000031837
1062,Robo3,ENSMUSG00000032128
1063,RP24-402O2.2,ENSMUSG00000108634
1064,Gm5741,ENSMUSG00000095845
1065,Pbx4,ENSMUSG00000031860
1066,Kcnma1,ENSMUSG00000063142
1067,Lrrc55,ENSMUSG00000075224
1068,Ccdc155,ENSMUSG00000038292
1069,Gpr151,ENSMUSG00000042816
1070,Map3k6,ENSMUSG00000028862
1071,Avp,ENSMUSG00000037727
1072,Caprin2,ENSMUSG00000030309
1073,H2-DMb2,ENSMUSG00000037548
1074,Nms,ENSMUSG00000067604
1075,Cpa4,ENSMUSG00000039070
1076,Peo1,ENSMUSG00000025209
1077,Rxfp3,ENSMUSG00000060735
1078,Oxt,ENSMUSG00000027301
1079,Sim1,ENSMUSG00000019913
1080,Cdh23,ENSMUSG00000012819
1081,Bend6,ENSMUSG00000042182
1082,Scn1a,ENSMUSG00000064329
1083,Vgf,ENSMUSG00000037428
1084,Caln1,ENSMUSG00000060371
1085,Gm13530,ENSMUSG00000086939
1086,Inhbb,ENSMUSG00000037035
1087,Cabp7,ENSMUSG00000009075
1088,Ppfia4,ENSMUSG00000026458
1089,Syt2,ENSMUSG00000026452
1090,Plpp4,ENSMUSG00000070366
1091,Dzank1,ENSMUSG00000037259
1092,Gpr158,ENSMUSG00000045967
1093,Hapln4,ENSMUSG00000007594
1094,Nat8l,ENSMUSG00000048142
1095,Hs3st5,ENSMUSG00000044499
1096,Magee2,ENSMUSG00000031224
1097,Grm8,ENSMUSG00000024211
1098,Sgcg,ENSMUSG00000035296
1099,Epha10,ENSMUSG00000028876
1100,Hlf,ENSMUSG00000003949
1101,Nap1l2,ENSMUSG00000082229
1102,Ptpru,ENSMUSG00000028909
1103,Galnt16,ENSMUSG00000021130
1104,Sema3e,ENSMUSG00000063531
1105,Acrbp,ENSMUSG00000072770
1106,Rnf152,ENSMUSG00000047496
1107,Eif5a2,ENSMUSG00000050192
1108,Cntnap1,ENSMUSG00000017167
1109,Atpaf1,ENSMUSG00000028710
1110,6430571L13Rik,ENSMUSG00000037977
1111,Hcrtr2,ENSMUSG00000032360
1112,Sv2b,ENSMUSG00000053025
1113,Lzts1,ENSMUSG00000036306
1114,Eef1a2,ENSMUSG00000016349
1115,Ppif,ENSMUSG00000021868
1116,Efr3a,ENSMUSG00000015002
1117,Neurod2,ENSMUSG00000038255
1118,AI593442,ENSMUSG00000078307
1119,Cplx1,ENSMUSG00000033615
1120,Spp1,ENSMUSG00000029304
1121,Atp1a3,ENSMUSG00000040907
1122,Unc13c,ENSMUSG00000062151
1123,Irx2,ENSMUSG00000001504
1124,Map7d2,ENSMUSG00000041020
1125,Epha7,ENSMUSG00000028289
1126,Irx1,ENSMUSG00000060969
1127,Cadps,ENSMUSG00000054423
1128,Zfpm2,ENSMUSG00000022306
1129,Osbpl5,ENSMUSG00000037606
1130,Gm26673,ENSMUSG00000097596
1131,Stx1b,ENSMUSG00000030806
1132,Eno2,ENSMUSG00000004267
1133,Cited2,ENSMUSG00000039910
1134,Ttc39b,ENSMUSG00000038172
1135,Mapk6,ENSMUSG00000042688
1136,Ranbp6,ENSMUSG00000074909
1137,Micu3,ENSMUSG00000039478
1138,Wnt3,ENSMUSG00000000125
1139,Pik3cb,ENSMUSG00000032462
1140,BC034090,ENSMUSG00000033722
1141,Slc12a5,ENSMUSG00000017740
1142,Dbndd1,ENSMUSG00000031970
1143,Ina,ENSMUSG00000034336
1144,Pde8b,ENSMUSG00000021684
1145,Spock1,ENSMUSG00000056222
1146,Gdap1,ENSMUSG00000025777
1147,Hspa4l,ENSMUSG00000025757
1148,Magee1,ENSMUSG00000031227
1149,Rnf208,ENSMUSG00000044628
1150,BC030336,ENSMUSG00000046096
1151,Scn1b,ENSMUSG00000019194
1152,Slc38a1,ENSMUSG00000023169
1153,Nxpe3,ENSMUSG00000075033
1154,Nrg1,ENSMUSG00000062991
1155,Crhr1,ENSMUSG00000018634
1156,Kcnc3,ENSMUSG00000062785
1157,Fgf9,ENSMUSG00000021974
1158,Prdm8,ENSMUSG00000035456
1159,Camk2n2,ENSMUSG00000051146
1160,Slc17a7,ENSMUSG00000070570
1161,Sipa1l2,ENSMUSG00000001995
1162,Ak4,ENSMUSG00000028527
1163,Ap1s2,ENSMUSG00000031367
1164,Pgk1,ENSMUSG00000062070
1165,Elovl4,ENSMUSG00000032262
1166,Chga,ENSMUSG00000021194
1167,Cpne9,ENSMUSG00000030270
1168,Syt13,ENSMUSG00000027220
1169,Zic1,ENSMUSG00000032368
1170,Fam43a,ENSMUSG00000046546
1171,Hoxa4,ENSMUSG00000000942
1172,Esrrg,ENSMUSG00000026610
1173,Btbd11,ENSMUSG00000020042
1174,Zfp385b,ENSMUSG00000027016
1175,Iglon5,ENSMUSG00000013367
1176,Cntnap4,ENSMUSG00000031772
1177,Dgkq,ENSMUSG00000004815
1178,Sacs,ENSMUSG00000048279
1179,Cables2,ENSMUSG00000038990
1180,Tunar,ENSMUSG00000097929
1181,Lpl,ENSMUSG00000015568
1182,Hs3st3a1,ENSMUSG00000047759
1183,Wdr54,ENSMUSG00000030032
1184,Vamp1,ENSMUSG00000030337
1185,Limk1,ENSMUSG00000029674
1186,Panx2,ENSMUSG00000058441
1187,Camk1g,ENSMUSG00000016179
1188,Nova1,ENSMUSG00000021047
1189,Adcy7,ENSMUSG00000031659
1190,Tuba8,ENSMUSG00000030137
1191,Ankrd29,ENSMUSG00000057766
1192,Grm4,ENSMUSG00000063239
1193,Tbc1d4,ENSMUSG00000033083
1194,Mpp3,ENSMUSG00000052373
1195,Got1,ENSMUSG00000025190
1196,Kcna2,ENSMUSG00000040724
1197,Syt3,ENSMUSG00000030731
1198,Bcat1,ENSMUSG00000030268
1199,Snap91,ENSMUSG00000033419
1200,Glrb,ENSMUSG00000028020
1201,Rgs6,ENSMUSG00000021219
1202,Cdh7,ENSMUSG00000026312
1203,Xdh,ENSMUSG00000024066
1204,Fabp3,ENSMUSG00000028773
1205,Pappa2,ENSMUSG00000073530
1206,Myl6b,ENSMUSG00000039824
1207,Medag,ENSMUSG00000029659
1208,Ucma,ENSMUSG00000026668
1209,Gm17322,ENSMUSG00000097604
1210,Gm17634,ENSMUSG00000097482
1211,Fcmr,ENSMUSG00000042474
1212,Ly6d,ENSMUSG00000034634
1213,Cyp11a1,ENSMUSG00000032323
1214,Fat2,ENSMUSG00000055333
1215,Acaa1b,ENSMUSG00000010651
1216,Ccdc61,ENSMUSG00000074358
1217,Shd,ENSMUSG00000039154
1218,Ipo8,ENSMUSG00000040029
1219,Igdcc4,ENSMUSG00000032816
1220,Tmem151b,ENSMUSG00000096847
1221,Zfp385a,ENSMUSG00000000552
1222,Ccdc149,ENSMUSG00000045790
1223,A230006K03Rik,ENSMUSG00000068151
1224,Sgsm3,ENSMUSG00000042303
1225,Tnfrsf9,ENSMUSG00000028965
1226,Nrsn1,ENSMUSG00000048978
1227,Bmper,ENSMUSG00000031963
1228,Dnajc27,ENSMUSG00000020657
1229,Hoxb3,ENSMUSG00000048763
1230,Olfm2,ENSMUSG00000032172
1231,Fndc5,ENSMUSG00000001334
1232,Nudt12,ENSMUSG00000024228
1233,Mir124-2hg,ENSMUSG00000100252
1234,Pgr,ENSMUSG00000031870
1235,Gm15083,ENSMUSG00000087083
1236,Pkia,ENSMUSG00000027499
1237,Amy1,ENSMUSG00000074264
1238,Lnx1,ENSMUSG00000029228
1239,Nalcn,ENSMUSG00000000197
1240,Fgf18,ENSMUSG00000057967
1241,Nrip2,ENSMUSG00000001520
1242,Ankrd34b,ENSMUSG00000045034
1243,Grem1,ENSMUSG00000074934
1244,Cubn,ENSMUSG00000026726
1245,Slc17a6,ENSMUSG00000030500
1246,Gm21814,ENSMUSG00000096299
1247,Gm28578,ENSMUSG00000100417
1248,Galntl6,ENSMUSG00000096914
1249,Insrr,ENSMUSG00000005640
1250,Gmps,ENSMUSG00000027823
1251,Kctd9,ENSMUSG00000034327
1252,AF529169,ENSMUSG00000039313
1253,Gm42637,ENSMUSG00000105039
1254,Slc4a8,ENSMUSG00000023032
1255,Nap1l3,ENSMUSG00000055733
1256,Defa24,ENSMUSG00000064213
1257,Gpx2,ENSMUSG00000042808
1258,Sema3a,ENSMUSG00000028883
1259,Zfp503,ENSMUSG00000039081
1260,Grin2c,ENSMUSG00000020734
1261,Cpeb3,ENSMUSG00000039652
1262,Gprin3,ENSMUSG00000045441
1263,Atg9b,ENSMUSG00000038295
1264,Dfna5,ENSMUSG00000029821
1265,Nr6a1,ENSMUSG00000063972
1266,Syt4,ENSMUSG00000024261
1267,Zic5,ENSMUSG00000041703
1268,Lingo2,ENSMUSG00000045083
1269,Tshr,ENSMUSG00000020963
1270,Mcc,ENSMUSG00000071856
1271,Adgrg2,ENSMUSG00000031298
1272,Mc4r,ENSMUSG00000047259
1273,Cntnap2,ENSMUSG00000039419
1274,Dach1,ENSMUSG00000055639
1275,Gm26615,ENSMUSG00000097088
1276,Mdga1,ENSMUSG00000043557
1277,Gm12371,ENSMUSG00000084898
1278,Igfbp5,ENSMUSG00000026185
1279,Spint1,ENSMUSG00000027315
1280,Sfrp2,ENSMUSG00000027996
1281,Xkr6,ENSMUSG00000035067
1282,Gm43278,ENSMUSG00000107318
1283,C1ql3,ENSMUSG00000049630
1284,Cacna2d1,ENSMUSG00000040118
1285,Gabrg2,ENSMUSG00000020436
1286,RP23-231J2.1,ENSMUSG00000108532
1287,Hs3st4,ENSMUSG00000078591
1288,Vwa2,ENSMUSG00000025082
1289,Ripk4,ENSMUSG00000005251
1290,Whrn,ENSMUSG00000039137
1291,St8sia6,ENSMUSG00000003418
1292,Zic4,ENSMUSG00000036972
1293,Lama1,ENSMUSG00000032796
1294,Ptprt,ENSMUSG00000053141
1295,Klhl14,ENSMUSG00000042514
1296,Zmym1,ENSMUSG00000043872
1297,Ar,ENSMUSG00000046532
1298,Gm38393,ENSMUSG00000000948
1299,Runx1t1,ENSMUSG00000006586
1300,Bche,ENSMUSG00000027792
1301,Vat1,ENSMUSG00000034993
1302,Klhl9,ENSMUSG00000070923
1303,Angpt1,ENSMUSG00000022309
1304,Chic1,ENSMUSG00000031327
1305,St8sia4,ENSMUSG00000040710
1306,Zim1,ENSMUSG00000002266
1307,Mboat7,ENSMUSG00000035596
1308,RP24-236C17.2,ENSMUSG00000109121
1309,Rnf128,ENSMUSG00000031438
1310,Fgf10,ENSMUSG00000021732
1311,Grb10,ENSMUSG00000020176
1312,Tspyl3,ENSMUSG00000074671
1313,Vat1l,ENSMUSG00000046844
1314,Nxph1,ENSMUSG00000046178
1315,Elavl2,ENSMUSG00000008489
1316,Hcn3,ENSMUSG00000028051
1317,Tenm1,ENSMUSG00000016150
1318,Tmem26,ENSMUSG00000060044
1319,Disp2,ENSMUSG00000040035
1320,Adcy2,ENSMUSG00000021536
1321,Dcaf12l1,ENSMUSG00000045284
1322,Pdzrn4,ENSMUSG00000036218
1323,Qrfpr,ENSMUSG00000058400
1324,Sema5a,ENSMUSG00000022231
1325,Ogfod1,ENSMUSG00000033009
1326,Wdr6,ENSMUSG00000066357
1327,Zfhx4,ENSMUSG00000025255
1328,Gabra1,ENSMUSG00000010803
1329,Slit2,ENSMUSG00000031558
1330,Tbx20,ENSMUSG00000031965
1331,Syt17,ENSMUSG00000058420
1332,Clcn5,ENSMUSG00000004317
1333,Ahi1,ENSMUSG00000019986
1334,Unc5d,ENSMUSG00000063626
1335,A730017C20Rik,ENSMUSG00000050875
1336,Esyt3,ENSMUSG00000037681
1337,Nhlh2,ENSMUSG00000048540
1338,Kcnk3,ENSMUSG00000049265
1339,5330434G04Rik,ENSMUSG00000087620
1340,Adcyap1,ENSMUSG00000024256
1341,Fign,ENSMUSG00000075324
1342,Rasgrf2,ENSMUSG00000021708
1343,Pnmal1,ENSMUSG00000041141
1344,Pnma3,ENSMUSG00000046287
1345,Scn2b,ENSMUSG00000070304
1346,Cntn4,ENSMUSG00000064293
1347,B830012L14Rik,ENSMUSG00000098202
1348,Grm7,ENSMUSG00000056755
1349,Dpp6,ENSMUSG00000061576
1350,Chrnb2,ENSMUSG00000027950
1351,Alg2,ENSMUSG00000039740
1352,Gnl3l,ENSMUSG00000025266
1353,Paip1,ENSMUSG00000025451
1354,Efna5,ENSMUSG00000048915
1355,Pbx1,ENSMUSG00000052534
1356,Ppfia2,ENSMUSG00000053825
1357,Rragd,ENSMUSG00000028278
1358,Rasa2,ENSMUSG00000032413
1359,Ankrd6,ENSMUSG00000040183
1360,A230077H06Rik,ENSMUSG00000100600
1361,RP23-54G8.4,ENSMUSG00000109394
1362,Lrrc8a,ENSMUSG00000007476
1363,Hk2,ENSMUSG00000000628
1364,Pnmt,ENSMUSG00000038216
1365,Pdk4,ENSMUSG00000019577
1366,Npff,ENSMUSG00000023052
1367,Dnmt3l,ENSMUSG00000000730
